AMBTEMP,COUGM3,NO2UGM3,O3UGM3,PM25,RAINFALL,SO2UGM3,UV_INDEX,test_clasiffier
13.7,0.5,24,4.8,9.9,0,0.2,0,2
12.1,0.6,38.1,4.8,10.61,0,0.3,0,3
10.9,0.4,28.3,4.8,11.13,0,0,0,1
9.9,0.4,26.1,4.8,13.39,0,0.3,0,2
8.8,0.3,22.3,4.8,13.68,0,3.7,0,3
7.9,0.4,25.9,4.8,13.7,0,2.8,0,1
7.2,0.4,21.8,4.8,12.18,0,1.3,0,2
6.6,0.4,22.8,4.8,12.66,0,0.7,0,3
6.1,0.9,31,4.8,15.65,0,3,0.046408789,1
7.8,1.2,32.2,4.8,18.82,0,6.4,0.554328603,2
11,0.8,31,4.8,25.57,0,9,1.774341955,3
14.5,0.6,28.9,4.8,20.23,0,2,5.500062181,1
17.2,0.4,11.5,4.8,22.92,0,1.3,8.893130007,2
18.7,0.4,9,4.8,20.72,0,0,11.44703098,3
20.3,0.4,7.9,4.8,18.99,0,-0.1,11.76029946,1
20.9,0.4,8.5,4.8,17.66,0,0,10.76912795,2
21,0.4,9.8,4.8,17.6,0,0.1,7.401753643,3
20.6,0.4,10.5,4.8,17.33,0,0,4.263777752,1
19.8,0.4,12.4,4.8,17.86,0,-0.3,1.672576867,2
18.2,0.5,16.2,4.8,21.11,0,-0.2,0.290940337,3
16.1,0.5,23,4.8,26.44,0,0,0.001188678,1
15.3,0.5,19.2,4.8,26.7,0,-0.2,0,2
14.7,0.5,21.7,4.8,24.36,0,0,0,3
14.2,0.5,16.3,4.8,25.23,0,-0.4,0,1
13.2,0.5,25.5,4.8,24.55,0,-0.1,0,2
11.4,0.6,49.1,4.8,25.84,0,-0.2,0,3
10.5,0.6,37.3,4.8,27.68,0,0.1,0,1
9.6,0.6,36.7,4.8,31.48,0,0.1,0,2
8.8,0.6,33.8,4.8,30.1,0,0.4,0,3
7.9,0.6,28.3,4.8,29.5,0,0.3,0,1
7,0.6,31.5,4.8,31.59,0,0.2,0,2
6.4,0.6,33.4,4.8,33.68,0,0.3,0,3
6.1,0.9,38.1,4.8,38.15,0,1.9,0.045530251,1
7.7,0.9,35.1,4.8,36.54,0,2.3,0.567904555,2
10.9,0.7,27.5,4.8,37.37,0,7.1,1.83464828,3
14.5,0.6,24.8,4.8,32.21,0,1.5,5.562889677,1
17.7,0.4,11.4,4.8,24.04,0,5.9,8.805818647,2
19.7,0.3,2.6,4.8,22.08,0,-0.2,11.54715915,3
21,0.3,3.1,4.8,20.04,0,0.3,11.53702716,1
22.1,0.3,4.2,4.8,18.07,0,-0.2,10.50181888,2
22.2,0.3,5.5,4.8,19.64,0,0,7.401984436,3
21.5,0.3,4.7,4.8,18.95,0,-0.1,4.370988785,1
21,0.3,2.1,4.8,18.64,0,0,1.639955749,2
18.9,0.3,3.1,4.8,19.34,0,0,0.303686198,3
16.9,0.4,13.2,4.8,20.44,0,-0.2,0.001710536,1
15.7,0.6,30.4,4.8,23.27,0,-0.2,0,2
14.3,0.8,36.9,4.8,27.67,0,0.1,0,3
13.5,1.3,58.9,4.8,31.77,0,1.6,0,1
12.2,1.2,51.6,4.8,32.97,0,1.9,0,2
12.1,0.9,49.2,4.8,35.55,0,0.8,0,3
11.8,0.9,47.5,4.8,35.26,0,1.3,0,1
11.8,0.8,45.5,4.8,34.55,0,2.1,0,2
11.4,0.7,39.2,4.8,34.28,0,4.1,0,3
11.3,0.8,37.5,4.8,35.22,0,5.2,0,1
11.2,0.6,25.6,4.8,33.79,0,1.8,0,2
10.8,0.6,24.7,4.8,32.55,0,0.4,0,3
9.7,0.7,30.8,4.8,65.87,0,0.7,0.040848402,1
10.8,0.9,33.6,4.8,47.59,0,1.7,0.497774853,2
13.6,0.6,22.3,4.8,35.43,0,3.3,1.909291218,3
16.6,0.6,14.6,4.8,49.5,0,4.9,4.613916228,1
16.5,0.8,8.3,4.8,71.23,0,-0.4,3.458795682,2
17.3,0.9,8.7,4.8,74.6,0,-0.1,4.437766079,3
18.2,0.8,8,4.8,65.81,0,-0.4,4.705580224,1
18.6,0.8,3.6,4.8,64.94,0,-0.3,3.868295567,2
18.6,0.9,7,4.8,66.37,0,-0.3,1.655189593,3
16.9,1,15.2,4.8,74.26,0,-0.6,0.351772335,1
15.9,1,12.2,4.8,70.05,0,-0.2,0.325291829,2
15.5,1.1,19.3,4.8,70.9,0,0.5,0.044814603,3
15.2,1,18.2,4.8,70.7,0,0.9,0,1
15.1,1.5,60.7,4.8,75.65,0,0.5,0,2
14.9,1.5,51,4.8,82.01,0,0.2,0,3
14.4,1.3,45.5,4.8,79.38,0,0,0,1
13.4,1.4,61,4.8,78.26,0,-0.1,0,2
14,1.2,40.6,4.8,77.25,0,-0.2,0,3
13.8,1,16.5,4.8,75.01,0,-0.5,0,1
13.7,0.8,4.3,4.8,74.15,0,-0.2,0,2
13.4,0.8,4.4,4.8,68.36,0,-0.4,0,3
13,0.8,5,4.8,66.56,0,-0.3,0,1
11.9,0.7,3.3,4.8,62.04,0.2,-0.7,0,2
11.5,0.7,8,4.8,62.32,0,-0.8,0,3
11.4,1.1,42.6,4.8,55.74,0.4,0.1,0,1
11.4,1.7,66.5,4.8,53.26,1,1.2,0.11309453,2
12.4,1.3,52.3,4.8,47.07,0.2,0.3,0.70276112,3
12.2,1.3,63.6,4.8,47.19,0.2,1,1.094272145,1
13.7,0.8,31.1,4.8,30.81,0,1.3,2.581426719,2
15.9,0.7,15.7,4.8,30.81,0,-0.2,8.322544823,3
17.5,0.5,6.4,4.8,25.67,0,-0.9,7.157555505,1
17.2,0.5,7.7,4.8,23.24,0,-0.6,6.292261769,2
17.9,0.5,13.3,4.8,21.64,0,-0.5,4.022925154,3
18.3,0.4,10.2,4.8,19.97,0,-0.2,3.292562753,1
18.9,0.4,12.1,4.8,18.14,0,-0.4,1.656873045,2
17.7,0.4,16.2,4.8,17.93,0,-0.3,0.282727169,3
15.7,0.8,42.4,4.8,20.35,0,0.3,0.001449607,1
14,1,57.8,4.8,21.53,0,0.9,0,2
12.6,0.9,50.4,4.8,17.8,0,0.7,0,3
10.8,1,56.2,4.8,22.58,0,1.5,0,1
9.7,1,50.4,4.8,26.02,0,1.4,0,2
9.1,0.7,34.8,4.8,23.1,0,0.3,0,3
8.3,0.4,27.1,4.8,19.92,0,-0.4,0,1
7,0.5,26.1,4.8,21.83,0,-0.6,0,2
6.4,0.4,20.7,4.8,21.45,0,-0.5,0,3
5.6,0.4,19.5,4.8,20.16,0,-0.3,0,1
5.3,0.3,15.5,4.8,17.3,0,-0.5,0,2
4.6,0.5,20.2,4.8,21.2,0,0,0,3
4.4,1.1,27,4.8,24.96,0,2.9,0.04894255,1
6.8,1.3,32.5,4.8,25.39,0,3.4,0.576144427,2
10,0.9,37.6,4.8,26.77,0,5.7,1.881054017,3
13.4,0.6,26.4,4.8,23.86,0,3,5.588436713,1
17.1,0.3,15,4.8,16.03,0,0.8,8.212870222,2
19.4,0.3,7.6,4.8,17,0,-0.1,11.78933013,3
21.5,0.3,9.1,4.8,19.17,0,0.1,11.98786221,1
21.8,0.3,11.6,4.8,18.29,0,0.1,8.594404517,2
21.8,0.3,6.3,4.8,20.79,0,-0.1,5.927814145,3
21,0.3,4.9,4.8,21.62,0,-0.2,3.651699474,1
20.9,0.4,14,4.8,21.49,0,-0.2,1.621972229,2
20,0.5,17.3,4.8,22.81,0,-0.1,0.310115587,3
18.1,0.8,42.1,4.8,27.56,0,0.2,0.001537728,1
16.4,1.3,69.5,4.8,32.71,0,1.5,0,2
14.5,1.3,66,4.8,35.68,0,2.6,0,3
13.1,1.3,61.7,4.8,40.97,0,4.6,0,1
11.7,1,52.4,4.8,44.07,0,4,0,2
10.5,0.8,44.5,4.8,40.31,0,1.2,0,3
9.6,0.6,33.9,4.8,37.23,0,0.1,0,1
8.8,0.5,23.4,4.8,36.58,0,-0.2,0,2
8.1,0.5,22.3,4.8,35.91,0,-0.2,0,3
7.4,0.5,25.3,4.8,36.8,0,-0.3,0,1
6.9,0.6,25.9,4.8,38.55,0,-0.1,0,2
6.4,0.6,26.7,4.8,39.42,0,0.9,0,3
6.2,1.1,31.6,4.8,43.09,0,3.7,0.048066682,1
8.1,2.1,42.2,4.8,48.74,0,11.2,0.580669108,2
11.4,0.9,37.7,4.8,47.43,0,24.9,1.91519913,3
15,0.8,37.7,4.8,47.07,0,4.7,5.128445869,1
17.9,16.1,250.7,60.5,54.78,0,341.4,8.277131685,2
19.4,0.7,11.5,109.7,,0,0.6,8.967211414,3
20.5,6.7,12.8,57.9,45.13,0,219.3,7.872466621,1
20.7,0.6,13.3,81.3,34.96,0,-1.2,6.465841154,2
21,0.5,10,79.2,31.94,0,-2.2,4.779342718,3
20.5,19.1,8.3,25.7,31.14,0,609.2,2.446814298,1
19.7,12.9,5.6,20.7,35.97,0,434.1,0.830728618,2
18.6,3.5,28.8,65.9,48.44,0,66.6,0.189485008,3
17.5,1.2,50.1,59,61.45,0,-2.7,0.000200275,1
16.8,1.4,58.7,48.5,64.59,0,-2.8,0,2
15.5,1.2,50.8,48,64.38,0,-3.2,0,3
14.8,1.2,52.5,37.9,61.6,0,-3.3,0,1
14.5,1.2,47.4,37.5,59.05,0,-3.4,0,2
14.3,0.8,19,76.9,62.19,0,-4.2,0,3
14,0.8,16.6,74.4,64.24,0,-4.2,0,1
13.6,0.8,12.9,68.8,66.75,0,-3.7,0,2
13.3,0.8,14.8,66.5,67.46,0,-3.9,0,3
13.3,0.8,17,58.3,67.45,0,-3.7,0,1
13,0.8,28.2,45.7,71.04,0,0.2,0,2
12.7,0.9,34.1,33.2,71.7,0,-0.6,0,3
12.7,1.4,70.4,7.4,80.47,0,9.1,0.041684215,1
13.8,2.6,81.7,12.9,85.03,0,3.5,0.549468223,2
15.4,1.4,62.2,58.3,86.56,0,-2.6,1.82598764,3
17.3,0.8,20.6,118.4,72.06,0,-4,3.904382773,1
18.4,0.7,14.5,105.9,53.03,0,-4.1,4.873207065,2
18.8,0.7,19.9,86.3,45.06,0,-4,4.277804608,3
19.6,0.6,15.6,84,39.25,0,-3.9,5.56885214,1
20.2,0.6,11.7,82.1,36.62,0,-3.7,5.564358358,2
20.1,0.5,11,81.7,34.87,0,-3.6,4.366467536,3
20.3,0.5,11.4,75,29.7,0,-3.6,3.433131914,1
19.4,0.5,10.3,75,32.61,0,-3.5,0.45577554,2
16.1,0.7,22,59,29.63,0.2,-3.4,0.02721294,3
13.7,1,46,30.3,29.41,0.2,-3,0,1
13.6,1.4,56.2,9.1,25.25,0,-0.8,0,2
13.4,1.4,55.3,6.9,23.12,0,1.2,0,3
13.8,1.4,49.7,14,24.97,0,1.3,0,1
14,0.6,17.1,49.9,18.54,0,-2.8,0,2
13.3,0.6,21.4,36.6,18.79,0,-3.3,0,3
12.6,0.5,14.1,45.7,17.16,0,4,0,1
12.4,0.4,9.8,52.3,14.92,0,4.7,0,2
12.4,0.5,13,37,14.53,0,-2,0,3
12.2,0.5,11.7,38.3,13.99,0,-2.4,0,1
11.5,0.5,16.9,26.8,14.15,0,-2.4,0,2
11.2,0.5,29.3,10,13.79,0,-2.2,0,3
10.7,1.1,37.7,6.5,23.57,0,11.9,0.054437705,1
12.1,1.6,45.9,9.3,27.29,0,10.7,0.604360647,2
13.1,1.3,53.4,11.7,26.64,0,8.6,0.658138018,3
13.7,1,49,25.4,29.92,0,0.7,1.234882506,1
14.9,0.6,26.2,61.9,26.25,0,-1.5,3.605383764,2
15.3,0.5,18.9,75.7,20.47,0,-2.9,3.965378805,3
14.9,0.6,19.6,74.9,14.75,0,-2.7,5.475121309,1
15.8,0.5,17,72.5,8.79,0,-2.4,4.891550317,2
16.6,0.4,15.1,74.5,9.32,0,-1,3.878315785,3
16.3,0.4,16.3,76.6,14.17,0,-2.7,2.806834134,1
16.4,0.4,20.4,77.1,21.74,0,-2,0.810657664,2
16.3,0.6,29.8,73.7,32.09,0,-3,0.249493782,3
15.3,1,52.4,50.1,49.14,0,1.7,0.000390631,1
13.9,2.1,89,11.8,65.82,0,6.5,0,2
12.4,2,84.1,7.1,75.67,0,6.1,0,3
11.5,1.4,72.3,7.4,75.33,0,8.4,0,1
11.8,1.5,70.3,6.3,74.61,0,7.8,0,2
10.9,1.2,59.4,6.6,71.83,0,16.6,0,3
11.1,1.5,59.8,7.3,79.57,0,7.7,0,1
11.3,1.2,60,7.1,79.51,0,3.7,0,2
11.1,1.2,54.2,7.6,76.89,0,2.2,0,3
10.3,1,41.6,15.4,74.76,0,-0.6,0,1
9.5,0.8,38.9,15.5,72.24,0,-1.6,0,2
8.5,1,42.9,7.4,78.48,0,3.7,0,3
8.1,1.1,40.6,5.8,79.43,0,0.9,0.044191653,1
9.7,1.3,42.5,11,79.18,0,0,0.563062867,2
12.4,1,38.6,38,80.58,0,-1.6,1.799947356,3
15.6,0.9,45.3,69.8,79.03,0,-2.1,4.606165026,1
18.2,0.7,26.7,117,70.38,0,-2.9,6.718831922,2
18.9,0.5,15.3,118.1,51.48,0,-3.4,8.515092317,3
19.9,0.4,5.7,113.3,39.26,0,-3.6,7.398607996,1
19.9,0.3,5.7,103.3,29.98,0,-3.5,6.07661593,2
19.7,0.3,4.5,99,23.89,0,-3.6,3.672330053,3
19.7,0.2,2.3,97.9,19.43,0,-3.7,3.034562448,1
19.2,0.1,2.2,93.2,16.96,0,-3.7,1.2335729,2
17.3,0.1,2.3,85.7,15.77,0,-3.6,0.168206683,3
16.2,0.2,13.8,69.3,16.36,0,-3.8,0.000189975,1
15.8,0.4,25.1,56.4,24.36,0,-3.4,0,2
14.9,0.4,20.1,62.9,27.05,0,-3.5,0,3
13.3,0.9,56.3,12,28.65,0,-2.1,0,1
11.9,0.7,52,11.7,27.92,0,-2.5,0,2
11,0.8,51.5,6.2,28.31,0,1.7,0,3
10.1,0.6,41.3,11.1,28.42,0,-1.1,0,1
9.2,0.5,33.4,10.7,29.02,0,-2,0,2
8.4,0.4,31.1,8.1,26.56,0,-1.8,0,3
8,0.3,25.1,12,25.79,0,-2.5,0,1
7.3,0.4,22.6,10.5,26.18,0,-3.1,0,2
6.8,0.3,23.4,6.2,27.8,0,-3,0,3
6.7,0.5,26.1,6.1,29.17,0,-2,0.055772869,1
8.1,0.4,23.9,12.3,29.3,0,-0.8,0.599156558,2
11.4,0.2,20.2,32,27.95,0,9.9,2.03374342,3
15,0.1,20,59.6,32.68,0,9.8,4.210539406,1
16.1,0,11.1,103.2,47.02,0,-0.3,3.957117189,2
17,0,8.1,121,60.03,0,-3.3,3.515645457,3
16.7,0.2,16.8,112.5,69.49,0,-3.5,1.391960784,1
16.6,0.3,17.1,112,83.74,0,-3.1,0.917146944,2
16.5,0.3,23.9,108.7,73.73,0,-3.5,0.793062867,3
16.2,0.1,14.3,108.9,60.28,0,-3.4,0.963754864,1
16.3,0.1,18.6,96.5,54.95,0,-3.3,0.261473259,2
16.3,0.2,32.3,77,56.34,0,-3,0.039122606,3
16.1,0.3,56.7,42.7,59.02,0,-3.2,0,1
15.7,0.4,72.8,19.9,58.72,0,-2.4,0,2
15.1,-0.1,25.7,70.9,52.2,0,-3.3,0,3
13.4,-0.1,30.4,52.8,50.54,0,-3.5,0,1
13.3,-0.2,36.3,36.6,45.38,0,-1.5,0,2
12.5,-0.1,27.3,48.7,42.75,0,-1.2,0,3
12.4,-0.1,13.7,64.7,44.5,0,-2.9,0,1
12.2,-0.2,6.5,66.6,46.55,0,-3.6,0,2
12,-0.2,8.3,57.7,44.95,0,-3.7,0,3
12.2,-0.2,12.1,46.1,45.18,0,-3.7,0,1
11.8,-0.2,18.1,38.5,47.01,0.2,-3.6,0,2
11.6,0,29.5,23.3,50.51,0,-2.8,0,3
11.7,0.3,42.9,12.8,55.96,0,0.2,0,1
12.2,1.1,59.3,6.5,62.25,0,2.6,0.142402914,2
12.6,0.4,42.5,48.7,70.25,0.2,0.5,0.46169604,3
12.8,0.3,69.4,25.4,75.32,0,-0.1,0.444624247,1
13.1,0.4,67.1,31.4,75.04,0,-2.6,0.740690471,2
13.1,0.2,55.4,57.8,63.21,0,0.3,0.751836423,3
13.2,0.2,57.6,54.7,60.04,0.6,2.8,1.57203975,1
13.1,0.3,50.9,58.7,54.58,0.4,0.1,2.211249714,2
14.1,0,41.6,63,33.63,0,1,2.235761425,3
14.8,-0.2,33.7,75.3,29.01,0,-2.2,1.236451133,1
15.1,-0.1,40.6,74.5,46.47,0,-0.7,0.530793851,2
15.1,-0.1,41.6,71.5,44.87,0,-3,0.127892729,3
14.4,0.8,87.1,18.5,50.28,0,0.3,6.52323E-05,1
13.5,1.2,85.2,6.8,55.99,0,1.2,0,2
13,1,84,6.3,60.53,0,11.4,0,3
11.8,0.6,73.7,6.2,63.27,0,9.8,0,1
12,0.4,68,6.7,59.23,0,2,0,2
11.6,0.2,59,10.7,63.91,0,10,0,3
9.8,-0.2,39.2,25,59.55,0,6.7,0,1
8.7,-0.2,27.1,28.2,57.54,0,-0.3,0,2
7.9,0,38.8,10.5,61.22,0,-2.3,0,3
7.3,-0.2,31.2,10.6,61.88,0,-2.3,0,1
6.9,-0.2,24.4,6.8,59.09,0,-3.2,0,2
6.3,-0.1,23.6,4.5,56.79,0,-2.9,0,3
6,0.7,27.7,5.4,61.03,0,0.7,0.04589723,1
7.9,1.6,39.4,6.6,63.95,0,2.1,0.553484779,2
11.2,0.8,58.5,22.2,54.57,0,-0.1,1.847375448,3
14.9,0.1,47.6,57.9,53.53,0,5.2,4.809031815,1
18.1,-0.2,24.7,118.4,53.26,0,3.1,8.121065843,2
19.5,-0.4,13.2,132.4,46.64,0,-3.1,10.37810369,3
20.8,-0.4,13.3,125.9,38.09,0,-3.5,11.44381895,1
22.2,-0.5,14.2,114.5,27.05,0,-3.6,10.19981041,2
22.6,-0.7,8.1,113.4,23.89,0,-3.7,7.467242695,3
22.3,-0.7,7.1,111.1,24.07,0,-3.6,4.01340734,1
21.6,-0.7,16.1,104.5,27.23,0,-3.5,1.500294499,2
20,-0.6,25.6,93,26.67,0,-3.4,0.271622034,3
17.8,-0.5,44.3,72.8,29.79,0,-3.3,0.000679026,1
15.9,-0.1,58.9,45.3,34.19,0,-2.7,0,2
13.4,0,78.8,12.2,38.85,0,-1,0,3
12.1,-0.3,68.4,13.3,41.06,0,4.3,0,1
11.3,-0.4,53.5,23.8,40.47,0,1.1,0,2
10.3,-0.7,36.1,33.7,36.53,0,-3.2,0,3
9.2,-0.5,32.9,30.2,38.01,0,-3.2,0,1
8.2,-0.3,28.4,28.1,39.53,0,-2.4,0,2
7.5,-0.1,26.7,26.3,40.43,0,-1.6,0,3
6.8,0,22,26.6,39.68,0,-2.7,0,1
6.2,0,25.1,20,36.16,0,-2.7,0,2
5.7,0.1,31.7,9,40.72,0,-2.3,0,3
5.9,0.6,37.4,6.8,43.4,0,-0.5,0.053126192,1
7.9,1.3,47.2,12.3,55.56,0,1.7,0.627702373,2
10.6,0.7,47.8,29.9,57.63,0,1.1,1.924495308,3
13.5,0.4,41.5,57.5,48.57,0,1.5,5.262530709,1
17.6,0.3,47,87.5,46.5,0,16.9,8.913405051,2
20.2,0,21.7,118.1,32.7,0,4.8,11.29513733,3
21.6,-0.2,7.6,131.5,27.35,0,-1.9,11.24062715,1
22.7,-0.2,10.4,104.9,19.02,0,-3.3,9.317563516,2
23.3,-0.3,6.4,92.9,14.25,0,-3.5,6.840252537,3
22.4,-0.2,10,87.1,15.44,0,-3.4,2.669463264,1
21.4,-0.2,11.2,81.9,16.32,0,-3.4,1.147217136,2
20.3,-0.1,18.9,72.8,17.46,0,-3.3,0.273745327,3
18.1,0.2,46.6,40.7,22.72,0,-2.8,0.000701152,1
16.1,0.9,69.4,7.4,27.42,0,0,0,2
14.6,0.7,65.8,6.7,29.66,0,1.5,0,3
13.3,0.5,58.2,6.4,28.31,0,6.8,0,1
12.1,0.3,48.7,7.9,24.66,0,8.6,0,2
11.1,0,40.2,9.5,19.69,0,-1.8,0,3
10.3,-0.1,35.7,10.2,19.82,0,-2.1,0,1
9.1,-0.2,30.5,12.3,22.47,0,-1.7,0,2
8.3,-0.1,31.5,10.8,25.43,0,-1.9,0,3
7.5,-0.1,28.7,11.8,28.04,0,-2.2,0,1
7,-0.1,29.3,9.5,29.92,0,-2,0,2
6.5,0,31.8,6.1,32.94,0,-1.1,0,3
6.3,0.5,34.1,6.4,37.44,0,1.5,0.062431525,1
8.8,0.8,42.8,11,38.3,0,8.7,0.641897459,2
12.1,0.4,42.5,28.2,35.86,0,18.6,1.993426413,3
16.2,0.2,49,45.9,32.54,0,13.2,5.881281376,1
19.5,-0.3,17.3,77.2,17.84,0,2.9,9.575985733,2
21.1,-0.3,9.3,80,14.04,0,-3.4,10.95166209,3
21.7,-0.4,8.8,79.9,13.4,0,-3.3,11.74100481,1
21.8,-0.3,9.2,82,16.45,0,-3.4,11.04190547,2
21.9,-0.4,7.2,83.6,16.17,0,-3.3,7.694977493,3
22,-0.3,10.5,80,14.84,0,-3.4,4.313783856,1
21.2,-0.3,13.1,76.7,15.42,0,-3.2,1.597670329,2
19.9,-0.2,21.6,65.4,15.66,0,-3.4,0.288352026,3
18.3,0.1,45.4,38.9,18.02,0,-2.7,0.000676738,1
17.1,0,30.7,47,23.8,0,-2.7,0,2
16.6,-0.1,23.4,50.3,21.22,0,-3.2,0,3
15.2,-0.1,30.3,35.5,19.09,0,-3.3,0,1
13.6,-0.1,40.1,18.6,19.43,0,-3.2,0,2
12.7,-0.1,36.7,17.5,20.01,0,-3,0,3
11.7,-0.1,36.4,12.4,22.3,0,0.1,0,1
10.7,-0.1,36.2,8,24.3,0,3.1,0,2
10,-0.2,30.9,9.7,24.11,0,3.5,0,3
9.3,-0.3,19.7,17.3,22.68,0,-0.1,0,1
8.7,-0.2,24,8.9,22.1,0,-1.3,0,2
8.1,-0.2,25.9,7,23.43,0,-1.6,0,3
8,0.2,29.7,6.5,24.68,0,-0.7,0.067671473,1
10.6,0.2,31.2,14.7,26.51,0,1.1,0.697917144,2
13,0.2,31.7,27.4,24.44,0,-0.6,2.113855192,3
16.7,-0.1,31.8,49.7,21.15,0,3.1,6.034600977,1
19.4,-0.4,9,77.7,13.57,0,-2.7,9.689540703,2
20.7,-0.3,11.3,78.1,11.74,0,-3.3,8.785009918,3
20.9,-0.3,12.2,76,9.91,0,-3.4,4.623925383,1
20,-0.3,12.3,69.1,12.57,0,-3.5,2.804156558,2
19.1,-0.3,15.6,68.1,11.4,0,-3.6,3.077779431,3
18.8,-0.4,9.9,73.1,9.8,0,-3.9,1.549681849,1
18.5,-0.3,18,64.5,10.75,0,-3.7,1.005146105,2
17.5,-0.1,29.5,53.5,10.01,0,-1.2,0.247438392,3
16.7,0.2,50.2,32.4,12.55,0,-1.1,0.000542458,1
15.7,0.9,65.5,10.4,20.06,0,4.7,0,2
14.1,1.1,60.2,6.6,23.54,0,13.4,0,3
13.2,0.6,53.9,5.9,19.15,0,15.5,0,1
12.2,0.3,48.7,6,20.1,0,7.2,0,2
11.6,0.4,45.5,5.7,19.49,0,6,0,3
10.7,-0.1,37.5,7.3,16.56,0,-2.1,0,1
9.9,-0.2,31.7,8.2,13.25,0,-3.1,0,2
9.2,-0.2,30.4,7.2,15.36,0,-3.1,0,3
9.3,0,32.4,5.3,17.88,0,-2.4,0,1
8.7,-0.1,28.5,5.5,18.49,0,-1.9,0,2
8.3,0,29.5,5,18.57,0,0,0,3
8.2,0.2,27.2,6,20.71,0,-0.1,0.068751431,1
10.4,0.1,28.8,12.4,21.09,0,0.6,0.702059586,2
14.3,0,30.6,30,20.11,0,2.4,2.129776074,3
17.4,-0.3,23.1,61.9,15.55,0,0.3,5.994451438,1
19.6,-0.5,6.5,82.7,9.93,0,-2,9.905541314,2
21.1,-0.5,6,80.7,7.57,0,-3.9,8.661072328,3
22,-0.5,7.3,78.9,7.85,0,-3.9,9.977210651,1
22.4,-0.5,5,82,6.72,0,-3.9,10.69468261,2
22.7,-0.6,5,81,6.57,0,-3.8,7.926925307,3
22.5,-0.6,4.4,80,8.01,0,-3.8,4.176720073,1
21.1,-0.5,7.3,73.2,9,0,-3.8,1.127705043,2
19.6,-0.4,18.8,55.7,10.7,0,-3.7,0.213052186,3
18.6,-0.4,20,52.6,12.25,0,-3.7,0.000315862,1
17.6,-0.4,12,63.5,10.94,0,-3.6,0,2
17.1,-0.4,17.3,55.1,11.35,0,-3.9,0,3
16.6,-0.3,21.7,46.8,12.94,0,-2.6,0,1
15.1,0,45,13.1,12.95,0,-2.6,0,2
15.2,-0.3,31.4,30.8,14.69,0,-3.5,0,3
14.6,-0.4,19.3,44.2,15.14,0,-3.7,0,1
13.2,-0.4,31.1,22.9,16.98,0,-3,0,2
12.5,-0.4,29.3,20.7,17.11,0,5.7,0,3
12.5,-0.5,28.4,28,15.31,0,27.2,0,1
10.9,-0.5,22.5,27.4,15.03,0,5,0,2
9.9,-0.5,24.3,27.4,15.66,0,-2.1,0,3
9.6,-0.3,27.9,27.4,15.89,0,-1.1,0.075254826,1
11.6,-0.3,24.5,27.4,17.05,0,-0.9,0.683030823,2
16.2,-0.5,12.6,27.4,14.48,0,1.3,2.244681468,3
17.6,-0.7,2.5,27.4,11.18,0,-2.5,4.830923552,1
18.5,-0.6,2,27.4,9.38,0,-4,5.71764744,2
19.2,-0.7,1.4,27.4,9.1,0,-4,7.755810254,3
20.2,-0.7,0.1,27.4,8.37,0,-4,7.863804837,1
21.3,-0.7,-0.5,27.4,7.72,0,-3.9,9.063464179,2
22,-0.7,-0.7,27.4,7.38,0,-3.9,7.693411536,3
21.9,-0.7,1.5,27.4,7.95,0,-3.9,4.30649691,1
22,-0.7,3,27.4,7.91,0,-3.9,1.688614099,2
20.9,-0.7,5.2,27.4,7.2,0,-3.7,0.294641413,3
18.6,-0.6,5.2,27.4,7.93,0,-3.8,0.000637446,1
17.9,-0.7,4.7,27.4,8.87,0,-3.9,0,2
16.2,-0.6,11.5,27.4,9.13,0.6,-3.6,0,3
14.3,-0.4,24.7,27.4,10.38,0,-3.2,0,1
14.4,-0.3,28.2,27.4,11.12,0,-2.6,0,2
14.5,-0.5,19.8,27.4,10.79,0,-0.5,0,3
15,-0.6,17,27.4,9.34,0,-2.9,0,1
14.8,-0.7,8.4,27.4,8.43,0,-3.4,0,2
15,-0.8,3.5,27.4,7.73,0,-0.2,0,3
15.2,-0.8,-3.8,27.4,4.06,0,-3.1,0,1
14.8,-0.8,1.6,27.4,2.63,0,-3.9,0,2
14.3,-0.7,19.9,27.4,3.37,0,-3.8,0,3
14.7,-0.3,40.1,27.4,5.94,0,-1.7,0.012384604,1
15.3,-0.2,39.6,27.4,4.91,0,-2.5,0.252733654,2
15.7,-0.5,25.7,27.4,6.03,0,-3.3,0.901662852,3
16.6,-0.8,17,27.4,5.73,0,-3.5,1.523471809,1
16.1,-0.8,14.4,27.4,6.48,0,-3.5,2.502620356,2
16.7,-0.8,12.6,27.4,5.42,0,-3.8,2.84509041,3
17.1,-0.8,12.4,27.4,4.55,0,-3.8,2.678489357,1
17.4,-0.7,9.7,27.4,4.16,0,-3.7,3.223734264,2
17.8,-0.7,11,27.4,6.13,0,-3.7,2.62467689,3
18.4,-0.7,10,27.4,7.2,0,-3.7,2.806503395,1
17.5,-0.8,12.7,27.4,5.99,0,-3.7,0.761118868,2
16.6,-0.7,23,27.4,5.5,0,-3.5,0.136156252,3
15.8,0,39.5,27.4,10.64,0,-1.4,3.1281E-05,1
14.9,0.4,38.8,27.4,24.49,0,1.1,0,2
14.8,-0.1,37.5,27.4,11.39,0,-1.8,0,3
14.4,-0.6,28.1,27.4,8.56,0,-3.3,0,1
14.5,-0.2,42.7,27.4,16.26,0,6.2,0,2
