AMBTEMP,COUGM3,NO2UGM3,O3UGM3,PM25,RAINFALL,SO2UGM3,UV_INDEX,test_clasiffier
13.7,-0.6,3.4,13.3,3.46,0,-2,0,2
13.7,-0.6,5.2,11.5,3.94,0,-1.7,0,3
13.7,-0.6,8.8,10.4,4.62,0,-0.7,0.041107424,1
14.4,-0.6,9.6,12.3,6.28,0,0.4,0.526198215,2
15.7,-0.5,14.2,18,7.45,0,2.4,1.938441672,3
17.3,-0.5,24.2,22.5,9.15,0,3.3,3.819426261,1
18.4,-0.6,26,38.5,10.41,0,3.6,6.06283093,2
20.2,-0.6,6.1,59.8,5.41,0,-0.2,7.198376822,3
20.6,-0.6,1.9,65.2,5.68,0,-1.2,5.53279736,1
19.8,-0.6,-1.5,59.9,4.52,0,-1.4,7.897718013,2
20.8,-0.6,-3.5,60.3,3.62,0,-1.5,8.803680476,3
19.6,-0.6,-3.8,60,2.89,0,-1.5,5.538046464,1
16.5,-0.6,-2.2,59.4,2.49,0.4,-1.5,1.098358129,2
14.4,-0.6,-3.5,55.3,1.78,0,-1.7,0.246542687,3
13.9,-0.6,0.2,46.6,1.5,1.2,-1.9,0,1
13,-0.6,1.6,42,1.63,2.4,-2,0,2
13.1,-0.6,6.7,34.4,1.41,2,-2.2,0,3
12.7,-0.6,10,27.3,2.68,4.8,-2.1,0,1
12.6,-0.6,4.6,33.6,1.69,2.4,-2.2,0,2
12.7,-0.6,3.1,32.4,1.1,0,-2.2,0,3
12.7,-0.6,12.4,18.6,1.92,0,-2.2,0,1
12.6,-0.6,9.3,22.3,1.87,0.8,-2.2,0,2
12.5,-0.6,10,20.9,2.26,0,-2.2,0,3
12.5,-0.6,7.2,20,2.2,0.4,-2.1,0,1
12.3,-0.6,4.1,21.4,2.8,0.4,-1.9,0,2
12.2,-0.6,5.3,20.3,1.57,0,-2.1,0,3
12.2,-0.6,19,11.6,3.54,0.2,-1.1,0.01731136,1
12.4,-0.5,20.9,13,3.57,0.2,-0.9,0.302778286,2
13,-0.6,16.6,22.5,3.73,0.4,-1.4,1.217303731,3
13.7,-0.6,11.9,34.3,3.75,0,-1.4,3.107409018,1
14.8,-0.6,12.7,35.6,5.9,0,-0.6,4.380495537,2
16.1,-0.6,6.8,49.2,5.33,0,-1.3,5.220699245,3
17.3,-0.6,1.4,59.4,3.76,0,-1.7,5.850445563,1
19.4,-0.6,1.9,67.2,3.31,0,-1.7,6.761911955,2
20,-0.6,7.8,75.4,4.09,0,-1.4,5.445057984,3
20.8,-0.6,10.4,78.5,4.09,0,-0.6,3.602400626,1
18.9,-0.6,6.1,63.1,4.66,0,-1.3,1.162777142,2
15.6,-0.6,0.6,56,3.6,0,-1.7,0.258999771,3
14.3,-0.6,14.7,37.5,3.78,3.2,-1.5,0,1
13.7,-0.6,16.8,32.1,4.17,2.2,-1.9,0,2
13.5,-0.4,29.7,14.9,4.98,0.2,-1,0,3
13.1,-0.1,44.4,10.3,7.81,0,2,0,1
13,-0.4,39.3,10.5,7.55,0,2.4,0,2
13,-0.6,30.6,10.9,8.97,0,7.5,0,3
13,-0.6,22.3,10.7,8.02,0,9,0,1
12.9,-0.6,24.7,10.6,8.06,0,17.1,0,2
12.9,-0.6,23.1,12.8,6.78,0,7.5,0,3
12.9,-0.6,10.1,18.1,4.33,0,2.2,0,1
13,-0.6,7.5,25.6,3.03,0,0.1,0,2
13,-0.6,14.7,13.6,4.33,0,-1.1,0,3
12.9,-0.6,2.1,32.3,2.4,0,-1.7,0.010814832,1
13.3,-0.6,10.4,24.8,2.88,0,-1.6,0.142158389,2
13.7,-0.6,9.9,27.6,3.2,0,-1.6,0.873319982,3
14.9,-0.6,17.4,22.8,6.32,0,-0.8,2.904191272,1
16.5,-0.6,14.1,40.4,5.93,0,-1.3,5.512005417,2
18,-0.6,17.1,54.9,6.3,0,-0.9,6.988498894,3
18.5,-0.6,12.2,61.6,6.85,0,0.4,5.665228122,1
18.7,-0.6,6.8,61,4.69,0,-1.1,5.275595865,2
18.3,-0.6,4.4,57.5,3.85,0.6,-0.3,3.161954299,3
15.8,-0.6,6,45.7,4.69,0.2,-1.4,1.486585412,1
15.9,-0.6,-3,49.9,3.27,0.2,-1.9,1.050238422,2
15.8,-0.6,9.3,31.3,3.04,0.2,-1.6,0.138661021,3
14.6,-0.6,3.3,41.9,3.33,0,-1.8,0.001335546,1
14.5,-0.5,17.7,23.1,5.43,0,-1.2,0,2
14.3,-0.2,27.1,10.5,6.56,0.8,0,0,3
13.6,-0.3,26.3,10.1,7.28,0.4,-0.7,0,1
13.6,-0.4,21.6,13.1,6.52,0.6,-1.1,0,2
13.5,-0.6,14.3,13.2,3.96,0.2,-1.5,0,3
13.3,-0.6,7,23.2,4.73,0,-1.8,0,1
13.2,-0.6,1.1,31,2.3,0,-2.2,0,2
13.1,-0.6,2.7,34.5,2.24,0,-2.2,0,3
13.2,-0.6,-0.5,36,1.93,0,-2.2,0,1
13.1,-0.6,6.4,20.1,2.79,0,-2.1,0,2
13,-0.6,9.9,13.3,3.02,0,-1.8,0,3
13.1,-0.6,11.2,13.7,3.66,0,-1.7,0.047140078,1
13.9,-0.6,13.2,19.3,4.1,0,-1.1,0.644929808,2
15.2,-0.6,0.4,29.3,4.52,0,-1.8,2.129125277,3
15.8,-0.6,1.4,35.7,4.22,0,-1.7,3.731013581,1
15.9,-0.6,-0.2,43.7,2.72,0,-1.7,4.205362783,2
15.3,-0.6,3.2,43.2,2.22,0,-1.8,4.405915923,3
17,-0.6,3.6,46.6,2.74,0,-0.9,5.999102388,1
18.1,-0.6,2.8,52.1,2.81,0,0.6,4.883619821,2
18.1,-0.6,5.9,49.4,3.39,0,0.7,4.435929274,3
18.4,-0.6,-2,64.7,3.59,0,-1,3.815319677,1
19,-0.6,-4.3,61.5,2.59,0,-1.5,2.010568399,2
16.1,-0.6,-2.4,49.4,2.85,0.8,-1.6,0.150285344,3
14.5,-0.6,-3.5,52.8,2.4,0.2,-1.9,0,1
13.8,-0.6,9.9,31,2.83,0.4,-1.6,0,2
13.5,-0.5,27.2,11.8,5.1,0.4,-0.9,0,3
13.3,-0.5,27.2,11.3,6.53,2.2,-1,0,1
13.1,-0.6,29.2,10.7,7.21,2.4,-1,0,2
12.9,-0.6,25.3,12.4,5.23,0,-1.6,0,3
12.8,-0.6,15.9,14.7,5.42,0.4,-1.8,0,1
12.7,-0.6,11.4,16.1,6.17,0.4,-2.1,0,2
12.3,-0.6,-0.6,27.4,3.44,0.2,-2.2,0,3
12.3,-0.6,-0.6,28,3.13,0.2,-2.2,0,1
12.3,-0.6,4.8,23.9,3.94,0,-2.2,0,2
12.4,-0.6,12.5,15.7,4.15,0,-2.1,0,3
12.4,-0.6,16.7,11.2,4.28,0.2,-1.8,0.020262074,1
13.1,-0.6,18.6,15.2,4.41,0,-1,0.611603342,2
14.4,-0.5,15.3,23.6,4.5,0,-1,2.076512932,3
16.2,-0.6,15,33.6,4.71,0,-0.9,3.493802167,1
17.7,-0.6,19.2,40,7.37,0,5.9,6.286678492,2
18.3,-0.6,6.9,48.5,4.59,0,0.7,7.590016785,3
18.8,-0.6,7.4,46.7,3.8,0,-1,5.810400549,1
17.7,-0.6,5.1,41,3.83,0,-1.4,3.356763943,2
15.6,-0.6,17.4,34.8,4.89,0.2,-1.1,3.504885939,3
17.6,-0.6,20.2,40.7,6.54,0,0.4,3.510577173,1
16.3,-0.6,11.6,36.8,5.87,3.2,-0.1,0.571964599,2
14.2,-0.6,16.2,20.1,6.19,0.8,-0.7,0.051855497,3
13.8,-0.6,19.6,13.2,7.24,0,-0.6,0.000101472,1
14,-0.1,23.7,10.7,19.57,0,1.2,0,2
13.6,-0.2,21.5,10.4,11.84,0,0.4,0,3
13.4,-0.6,11.8,11.5,10.05,0,-1.2,0,1
13.6,-0.5,12.7,11.2,9.98,0,-0.9,0,2
13.2,-0.5,16.8,10.2,7.55,0,-0.8,0,3
12.9,-0.6,13,11.2,6.37,0,-1.4,0,1
12.8,-0.6,12,10.2,7.55,0,-1.4,0,2
12.8,-0.6,11.1,9.8,7.4,0,-1.3,0,3
12.4,-0.6,9.9,10.2,6.85,0,-1.5,0,1
12.6,-0.6,7.3,11.4,5.88,0,-0.3,0,2
12.4,-0.6,7.2,10.5,6.34,0,-0.7,0,3
12.3,-0.6,7.8,10.6,7.05,0,-1.2,0.013222705,1
12.9,-0.6,8.7,11.9,7.09,0,-1,0.341753643,2
14.6,-0.6,10.9,20.8,8.37,0,-0.8,1.847331197,3
15.7,-0.6,10.6,31.4,7.64,0,-1.3,3.51546807,1
16.4,-0.6,13,37.1,8.07,0,4.8,3.879046311,2
17.5,-0.6,11.4,44,7.15,0,0.9,4.103506142,3
19.5,-0.6,4.8,57.2,5.59,0,-0.9,10.83036164,1
20.5,-0.6,4.1,73.8,6.14,0,-0.9,10.15727741,2
21.5,-0.6,-1,75.5,5.98,0,-0.7,7.681367971,3
20.8,-0.6,-2.3,70.4,6.43,0,-1.2,4.747412451,1
18,-0.6,-4.8,61.4,4.99,0,-1.3,2.016142138,2
15.5,-0.6,-4.9,56,4.33,0,-1.5,0.285341802,3
14.3,-0.6,-4.7,54.3,2.71,0,-1.7,6.02731E-05,1
13.6,-0.6,-4.1,53.8,2.66,1,-1.8,0,2
13.6,-0.6,1.9,45.7,3.51,0,-2,0,3
13.6,-0.6,-3.4,50.9,3.64,0.2,-2.1,0,1
13.5,-0.6,-3.4,46.7,3.65,0.2,-1.9,0,2
13.2,-0.6,-1,43.2,4.72,2.8,-1.9,0,3
12.8,-0.6,10,32.8,31.26,2.4,-0.7,0,1
12.8,-0.6,11.1,29.2,15.71,0.8,-1.2,0,2
12.8,-0.6,-3.8,48.1,6.28,0,-1.7,0,3
12.6,-0.6,4.6,34.6,13.76,2,-2.2,0,1
12.1,-0.6,7.8,30.2,14.36,4.6,-2,0,2
12,-0.6,-0.5,40,3.11,1.2,-2.1,0,3
12.1,-0.6,1,34.7,3.58,0.6,-2.2,0.011900511,1
12.3,-0.6,2.6,36.7,2.03,0,-2.3,0.251190204,2
12.6,-0.6,-0.2,41.4,1.71,0.6,-2.3,1.055526055,3
13.3,-0.6,-1.5,45.9,2.6,0.2,-2.2,2.517818341,1
14.7,-0.6,-1.6,50.3,2.85,0.2,-2.1,4.487252995,2
16.8,-0.6,-1.6,58.6,2.87,0,-1.8,11.35851301,3
19.2,-0.6,-1.8,69.6,2.59,0,-1.7,11.11973449,1
19.6,-0.6,-3.2,71.8,3.19,0,-1.5,9.393181506,2
19.8,-0.6,-4.7,61.2,3.04,0,-1.6,7.233366903,3
19.2,-0.6,-1.6,51.8,3.16,0,-1.2,2.095154879,1
16.6,-0.6,-0.8,48,3.04,0,-0.1,1.219932097,2
15.5,-0.6,-5.3,47.5,2.74,0,-1.6,0.390218967,3
13.9,-0.6,-6.2,46.6,2.27,0,-1.9,0.012364385,1
13.7,-0.6,-6.1,46,2.03,0,-2,0,2
13.8,-0.6,-5.9,45.6,1.83,0,-2.1,0,3
13.7,-0.6,-4.5,42.9,1.34,0.2,-2.1,0,1
13.4,-0.6,4.6,30.3,1.74,0,-2,0,2
13.2,-0.6,-5.8,43.3,1.44,0.2,-2.2,0,3
13,-0.6,0.3,28.8,2.01,0.2,-2.2,0,1
12.6,-0.6,-1.1,29,2.19,0.6,-2.1,0,2
12.5,-0.6,-3.5,34.6,1.79,1.2,-2.1,0,3
12.4,-0.6,-0.9,31.4,1.82,0.8,-2.1,0,1
12.4,-0.6,0.6,27.6,1.52,0,-2,0,2
12.4,-0.6,4.1,20.2,1.94,0,-2.1,0,3
12.4,-0.6,9.4,13,2.11,0,-1.6,0.036748684,1
13.4,-0.6,2.8,25.3,1.66,0,-2,0.407892729,2
13.9,-0.6,4.6,29.3,1.84,0.2,-1.8,1.078104448,3
15.7,-0.6,5.6,33.1,2.68,0,-1.6,3.899917601,1
17.1,-0.6,5,41.1,3.36,0,-1.5,6.158886854,2
18.5,-0.6,3.9,57.7,3.73,0.2,-1.3,11.17405852,3
20.6,-0.6,2.3,69.1,4.02,0,-1,11.9369379,1
17.3,-0.6,-2.9,52.3,3.46,1.4,-1.4,3.88399443,2
14.9,-0.6,-4.7,50.4,1.78,1.6,-1.6,3.548068208,3
13.5,-0.6,-0.8,44.7,2.27,5.6,-1.7,0.776757839,1
14,-0.6,-0.7,42.9,2.43,0.4,-1.8,1.031176089,2
14.3,-0.6,-4.5,43.6,1.38,0,-1.9,0.435886168,3
13.5,-0.6,-2,39.1,1.38,0,-2,0.008020905,1
12.9,-0.6,-4.8,40.5,1.12,0.2,-2.1,0,2
12.9,-0.6,-2.7,37.4,1.01,0,-2.1,0,3
12.9,-0.6,-3.8,36.8,1.24,0,-2.1,0,1
12.7,-0.6,-4,35,1.01,0,-2.2,0,2
12.6,-0.6,0.8,38.4,1.13,0,-2.1,0,3
12.6,-0.6,-4,38.4,0.78,0,-2.2,0,1
12.2,-0.6,-3.2,38.4,0.95,0.2,-2.2,0,2
12.1,-0.6,2.3,38.4,1.47,0,-2,0,3
12,-0.6,-6.6,38.4,0.67,0,-2.3,0,1
12.2,-0.6,-5.2,38.4,0.8,0,-2.3,0,2
12,-0.6,-6.9,38.4,0.62,0,-2.2,0,3
12.1,-0.6,4.7,38.4,1.48,0,-1.9,0.010657664,1
12.5,-0.6,10,38.4,1.87,0.2,-1.9,0.34149691,2
13.1,-0.6,10.4,38.4,3.1,0,-1.6,1.297212177,3
14.9,-0.6,1.6,38.4,3.14,0,-1.9,3.183276112,1
16.1,-0.6,2.4,38.4,3.42,0,-1.8,5.30750248,2
16.1,-0.6,3.8,38.4,3.96,0.2,-1.7,5.432167544,3
15.4,-0.6,6.5,37.7,3.91,0.4,-1.5,6.419409476,1
18,-0.6,-1.3,55,2.94,0,-1.7,8.030055314,2
16.4,-0.6,7.9,46.2,3.73,0.2,-1.5,3.680597772,3
16.6,-0.6,7,43.7,3.84,0.4,-1.5,1.554070344,1
14.7,-0.6,-2.7,43.1,2.28,0.4,-1.8,0.620188067,2
13.2,-0.6,0.3,38.1,2.51,4,-1.9,0.099591821,3
12.9,-0.6,2.4,32.2,1.92,0,-2,0.001645686,1
12.7,-0.6,10.9,21.3,2.69,0.6,-1.6,0,2
12.5,-0.6,11.4,20.7,2.51,0,-1.7,0,3
12.5,-0.5,4.4,29.4,1.99,0,-1.8,0,1
12.6,-0.6,19.3,10.9,3.54,0,-1.3,0,2
12.5,-0.6,2.5,30.7,1.6,0.2,-2,0,3
12.6,-0.6,2,26.8,1.34,0,-2.1,0,1
12.3,-0.6,10.1,12.8,2.43,0,-1.9,0,2
12.2,-0.6,5.8,15.3,2.69,0,-1.9,0,3
12.1,-0.6,5.9,16.5,2.38,0,-2,0,1
12.1,-0.6,6.3,12,3.21,0,-2,0,2
12.1,-0.6,7.7,14.6,3.63,0,-1.5,0,3
12.1,-0.6,7.1,12.8,3.93,0,-1.3,0.03878233,1
12.5,-0.6,9.4,16,5.46,0,0,0.48265507,2
13.8,-0.6,8.5,26.3,4.87,0,1.7,2.118321889,3
15.8,-0.6,5.2,35.9,5.91,0,0.3,4.356420615,1
17.2,-0.6,6.8,42.9,6.49,0,0.2,6.584880217,2
18.8,-0.6,2.7,56.2,4.78,0,-1.1,9.195334936,3
19.4,-0.6,1.3,63.3,3.91,0,-1.2,7.794348821,1
15.7,-0.6,7.4,43.9,3.74,3.4,-1.1,2.389905394,2
16.1,-0.6,0.8,43.9,2.82,0.2,-1.4,3.461657893,3
16.5,-0.6,0.2,45.5,2.94,0,-1.6,2.795325017,1
18,-0.6,-5.2,51.9,2.07,0,-1.7,2.07114519,2
17.4,-0.6,-2.9,44.6,3.54,0,-1.6,0.395794232,3
15,-0.6,0.8,38.5,3.04,1.4,-1.5,0.000604639,1
14.1,-0.6,9.1,27.8,3.41,0.2,-1.5,0,2
14.1,-0.6,14.9,17.6,4.23,0,-1.5,0,3
13.9,-0.6,9.9,21.4,5.35,0,-1.6,0,1
13.9,-0.6,7.1,22.1,4.12,0,-1.8,0,2
13.7,-0.6,13.6,11.5,4.77,0,-1.1,0,3
13.4,-0.6,6.1,17.3,4.74,0,-1.7,0,1
13.1,-0.6,7.6,14.3,4.74,0,-1.7,0,2
13.1,-0.6,8.3,12,5.2,0,-1.5,0,3
12.8,-0.6,7.8,11.3,5.44,0,-1.2,0,1
12.6,-0.6,6,10.5,5.17,0,-1.6,0,2
12.6,-0.6,4.9,10.2,5.12,0,-1.6,0,3
12.8,-0.6,5.9,10.4,5.49,0,-1,0.030558099,1
13.3,-0.6,4.9,13,5.49,0.6,-1,0.364911498,2
13.6,-0.6,2.6,19.6,4.87,0.2,-1.3,1.47311284,3
15.3,-0.6,1.6,32.6,4.97,0.4,-0.4,4.37281033,1
17.4,-0.6,0.2,46.8,4.29,0,1.4,8.423673991,2
19,-0.6,-1.3,55.7,3.06,0,1,8.34497406,3
19.9,-0.6,-1.2,53.7,2.96,0,-0.5,9.911590753,1
21.5,-0.6,-2.5,53.1,2.01,0,-0.9,10.52890364,2
22,-0.6,-3.9,49.9,1.34,0,-1.3,8.754058518,3
21.6,-0.6,-0.8,43.3,1.95,0,-1.2,2.864993515,1
21.4,-0.6,-0.7,42.9,2.31,0,-1.2,1.918620966,2
18.7,-0.6,-2.2,44.1,3.61,0,-1.3,0.378670558,3
15.9,-0.6,1,38.6,3.99,0,-1.5,0.009627298,1
15.4,-0.6,4.1,33.4,4.64,0,-1.5,0,2
15.3,-0.6,4,31.3,3.92,0,-1.5,0,3
14.6,-0.6,3.7,28.8,3.24,0,-1.6,0,1
14.6,-0.6,5.4,23.5,3.49,0,-1.6,0,2
14.2,-0.6,1.5,26.4,2.98,0,-1.8,0,3
13.6,-0.6,3.6,21.5,3.32,1,-1.9,0,1
13.1,-0.6,1,18.6,4.31,0,-1.9,0,2
13.1,-0.6,1.2,21.9,4.6,0,-1.7,0,3
12.9,-0.6,1.4,16.9,5.74,0,-1.6,0,1
12.7,-0.6,5.2,13.2,5.42,0,-0.7,0,2
12.7,-0.6,4.2,12.2,4.95,0,-0.9,0,3
13,-0.5,8.3,10.5,6.67,0.2,0.3,0.033524834,1
13.5,-0.4,11.1,11.4,7.05,0,0.9,0.362739757,2
14.6,-0.4,13.4,16.3,6.6,0,0.4,1.982553597,3
16.6,-0.6,9.7,29.5,5.81,0,-0.3,4.648597696,1
18.8,-0.6,6.3,43.2,4.08,0,-0.7,8.015558099,2
19.2,-0.6,4.8,48.7,4.07,0,-1,7.755254826,3
20.1,-0.6,3,45.4,2.61,0,-1.2,8.414430838,1
21.4,-0.6,-1.8,49.9,1.77,0,-1.3,9.991394675,2
21.3,-0.6,-2,50.8,1.83,0,-1.2,5.909091707,3
21.7,-0.6,0.6,49.1,2.28,0,-1.3,3.119399557,1
21,-0.6,2.9,46.6,2.8,0,-1.1,1.643617533,2
20,-0.6,8.5,38.6,4.01,0,-1,0.362884718,3
16.7,-0.6,4.3,39.5,3.77,0,-1.4,0.01180972,1
14.9,-0.6,-1.1,44.2,2.79,0,-1.7,0,2
14.8,-0.6,-1,43.4,2.49,0,-1.7,0,3
15.2,-0.6,2.3,38,2.83,0,-1.8,0,1
15.2,-0.6,4.5,32.4,3.28,0,-1.7,0,2
14.7,-0.6,-2,35.4,3.71,0,-1.9,0,3
14.5,-0.6,-0.3,28.4,3.17,0,-1.9,0,1
13.8,-0.6,5,18.7,3.81,0,-1.5,0,2
13.2,-0.6,-3.8,27.3,3.35,0,-1.7,0,3
13.2,-0.6,-2.5,25.1,3.47,0,-1.8,0,1
13,-0.6,-4.2,26.3,3.47,0,-1.8,0,2
12.2,-0.6,5.7,11.3,5.12,0,-1.1,0,3
11.8,-0.5,8.9,10.9,8.6,0,0.6,0.032110323,1
13,-0.5,11.8,13.8,7.28,0,0.3,0.623553445,2
15.2,-0.6,11,25.2,6.2,0,0.4,2.564704356,3
18.4,-0.6,7.7,41.8,7.01,0,1,6.083434424,1
20.1,-0.6,9.9,56.3,5.69,0,0.7,9.824699779,2
21.2,-0.6,4.1,61.5,4.15,0,-0.3,8.860288396,3
21.6,-0.6,5.2,51.7,3.21,0,-1,8.479689097,1
22.3,-0.6,1.2,53.9,3.07,0,-1.1,9.598149462,2
21.9,-0.6,-0.5,56,4.21,0,-1.3,7.510896468,3
19.2,-0.6,-3.9,55.8,5.15,0,-1.2,5.375081636,1
16.5,-0.6,-3.5,50,3.97,0.6,-1.2,1.310151064,2
15.5,-0.6,6.9,36.5,3.9,1.4,-1.2,0.030950256,3
14.7,-0.6,4.7,40.3,3.02,2.4,-1.6,0,1
14.1,-0.6,11,33.6,2.56,2,-1.6,0,2
13.7,-0.6,5.6,35.9,2.34,1.2,-1.8,0,3
13.7,-0.6,18.4,15.8,2.91,0,-1.3,0,1
13.6,-0.6,11,21.7,2.35,0.4,-1.7,0,2
13.5,-0.6,2.5,35.1,1.12,0.6,-1.8,0,3
13.3,-0.6,1.7,32.6,1.69,1.2,-2,0,1
13,-0.6,-3.5,39.6,1.79,1.2,-1.9,0,2
12.9,-0.6,-1.4,32.1,2.41,1.2,-2.1,0,3
12.8,-0.6,-0.5,31.1,2.51,0.4,-2,0,1
12.7,-0.6,2.1,24.9,2.24,0.2,-2,0,2
12.6,-0.6,10.3,15,2.55,0.2,-1.5,0,3
12.5,-0.5,17.1,10.7,3.93,0,0,0.026568246,1
13.3,-0.2,16.1,14.7,3.82,0,0.3,0.331713588,2
14.2,-0.5,20.6,15.5,4.35,0,-0.2,1.073311971,3
15.5,-0.6,15.8,24.3,5.34,0,-0.6,3.371157015,1
17,-0.6,11.1,41.2,6.28,0,1.9,6.799652094,2
19.4,-0.6,4.4,66.7,5.06,0,0.5,12.53324979,3
20.9,-0.6,9.1,74.9,4.75,0,-0.3,12.31848211,1
22.2,-0.6,6.9,85.3,5.39,0,0.1,10.32819982,2
15.3,-0.6,18,38.5,7.35,7.8,-0.2,0.30908484,3
15,,,,5.48,,,1.590461204,1
15.8,,,,,,,0.975074388,2
15.7,,,,4.53,0,,0.38100824,3
15.3,0.4,15.5,36.8,8.59,0,-3.3,0.006105135,1
15.4,0.3,15.9,31.7,4.51,0,-4.3,0,2
14.7,0.5,23.6,18.9,4.23,0.6,-4.2,0,3
14.3,0.6,23.1,20.7,3.49,0,-4.5,0,1
14.4,0.2,10.6,36.5,2.28,0,-4.9,0,2
14.2,0.1,1.6,48.1,2.5,0,-5.5,0,3
14,0.1,-0.1,50.8,2.98,0,-5.3,0,1
13.6,0.1,6.1,32.8,3.31,0,-5.3,0,2
13.7,0.1,8.1,29.3,3.49,0,-5.3,0,3
13.6,0.1,7.3,27.7,3.59,0,-5.3,0,1
13.4,0.1,8.1,24,3.94,0.2,-5.3,0,2
13.3,0.3,17.8,14.3,6.01,0.2,-4.9,0,3
13.1,0.6,23.6,10.4,7.08,0.4,-3.6,0.003062104,1
13.5,1.4,30.7,10.9,6.69,0.2,-2.3,0.201062791,2
14.6,0.5,24.1,21.3,4.59,0,-4.3,1.280455863,3
16.2,0.3,16.8,33,4.96,0,-4.8,3.002500572,1
17.8,,,,5.53,0,,6.573403143,2
20.2,,,,5.92,0,,11.27204433,3
19.9,,,,3.3,0,,11.59328222,1
18.9,0.1,3.6,50.6,3.8,0,-4.5,4.557055772,2
15.6,0.2,13,,5.37,0,-4.5,0.537263294,3
14.6,0.4,26.1,,5.45,0.2,-4.6,0.373713283,1
15,0.5,34.4,26.6,6.53,0,-4.4,0.81676585,2
15.1,0.2,11.6,39,3.6,0,-5,0.211611734,3
14.6,0.3,12.9,35.1,3.75,0,-5.1,0.011622416,1
14.4,0.2,9.4,37.5,3.6,0,-5.3,0,2
14.5,0.2,12.4,35,2.75,0,-5.4,0,3
14,0.2,13.8,33,3.33,0,-5.4,0,1
14,0.1,5.7,43.2,2.89,0,-4.6,0,2
13.7,0.1,6.3,39.2,2.33,0,-5.2,0,3
13.5,0.1,4.1,38.2,2.53,0,-5.6,0,1
13.2,0.1,5.3,32,3.12,0,-5.4,0,2
13,0.1,9.1,25.8,3.26,0,-5.6,0,3
13.1,0.1,5.9,27.7,3.3,0,-5.6,0,1
13.3,0.1,2.9,31.3,3.27,0,-5.6,0,2
13.1,0.2,11.5,18.9,5.51,0,-5.4,0,3
13.2,0.3,17,16.1,5.1,0,-5.1,0.044232471,1
14.1,0.5,19.5,16.1,5.73,0,-4.5,0.581321431,2
15.6,0.7,23.2,19.1,7.19,0,-3.7,2.327259861,3
17.2,0.4,21,35.3,6.69,0,-4.1,4.013307393,1
19.1,0.4,25.1,46.7,9.32,0,-1,8.829943542,2
20.7,0.3,14.6,60.5,5.68,0,-3.9,10.31255016,3
21.2,0.2,12.1,72.4,5.67,0,-4.4,10.51681086,1
23.1,0.2,12.1,74.9,5.95,0,-4.2,10.53254902,2
19.3,0.1,6.7,57.5,5.42,0,-4.5,3.148382544,3
15.9,0.1,6.3,46.9,3.74,0,-4.7,1.330659571,1
16.1,0.1,8.2,44.1,3.6,0,-5,1.156762036,2
15.4,0.1,6.8,59.9,4.02,0,-5.1,0.207148089,3
15,0.2,12,56.2,3.79,0,-5.1,0.002370108,1
14.8,0.1,10.3,56.4,3.39,0,-5.3,0,2
14.8,0.1,10.9,54.4,2.55,0,-5.4,0,3
14.8,0.2,15,45.2,2.67,0,-5.4,0,1
14.7,0.5,28.7,19.4,4.57,0,-4.9,0,2
14.5,0.5,28.5,16,5.28,0,-5,0,3
14.1,0.4,20.7,20.8,5.09,0.2,-4.1,0,1
13.7,0.3,21.8,15.9,5.23,0,-4.2,0,2
12.9,0.2,17.3,18.9,6.26,0,-4.2,0,3
13,0.3,18.6,16,7.78,0,-3.7,0,1
12.8,0.3,17.9,13.7,8.02,0,-4.3,0,2
12.9,0.3,18,14.5,9.87,0,-4,0,3
12.5,0.6,19.1,13.3,13.38,0,-2.3,0.027951095,1
12.8,0.6,20.1,15.1,13.72,0,5.3,0.306328679,2
14.9,0.4,21.4,29.7,15.91,0,2.8,2.420860609,3
17.1,0.4,20.8,48.5,12.18,0,-0.7,5.341436255,1
18.5,0.2,9.8,68.7,8.28,0,-3.9,6.87679942,2
18.8,0.3,12.8,68.2,7.77,0,-4.7,5.263476005,3
20.2,0.2,7.9,73.4,6.6,0,-4.7,7.865052262,1
20.7,0.3,11.8,70,5.45,0,-4.7,5.592375067,2
20.1,0.3,10.1,74.9,5.11,0,-4.7,7.307540246,3
21.1,0.2,8,76.9,5.43,0,-4.9,4.553084611,1
20.7,0.1,3.9,75.3,5.97,0,-4.9,1.461101701,2
19.7,0.2,10.4,64.8,7.38,0,-4.9,0.212075227,3
17.3,0.2,10.1,56.6,6.02,0,-4.9,0.008555734,1
16.1,0.2,10.2,50,5.19,0,-5.1,0,2
15.6,0.1,7.9,51.7,3.86,0,-5.3,0,3
15.5,0.4,23.1,28.7,5.29,0.2,-4.8,0,1
13.8,0.3,15,37.3,6.27,0.6,-5.1,0,2
13.7,0.3,17.8,30.1,6.56,0.2,-5.2,0,3
13.6,0.2,13.7,37.7,6.07,0,-5.3,0,1
13.4,0.2,10.1,32.8,5.73,0,-5.3,0,2
13.4,0.1,10.5,31.1,5.25,0,-5.4,0,3
13.4,0.2,12,26,5.58,0,-5.3,0,1
13.4,0.1,8.8,29.9,6.17,0,-5.4,0,2
13.5,0.2,16.4,22.2,7.16,0,-5.4,0,3
13.4,0.3,16.9,19.9,7.3,0,-5.1,0.025967422,1
13.9,0.4,18.6,21.4,7.95,0,-4.6,0.378184939,2
15.2,0.3,15.5,33.6,9.78,0,-1.7,1.73081445,3
16.6,0.2,8.6,58.3,8.89,0,-1.9,3.793579385,1
17.8,0.2,7.3,68.7,7.21,0,-4.8,6.375508507,2
18.9,0.1,6.3,71.3,5.38,0,-5.1,6.583476387,3
